Title,Year,Genre,Director,Cast,Languages,Plot
I Went Down,1997.0,Action|Comedy|Crime,Paddy Breathnach,"Brendan Gleeson,Peter McDonald,Tony Doyle,Peter Caffrey,Antoine Byrne",English,"Fresh out of prison, Git rescues a former best friend (now living with Git's girlfriend) from a beating at the hands of loan sharks. He's now in trouble with the mob boss, Tom French, who sends Git to Cork with another debtor, Bunny Kelly, to find a guy named Frank Grogan, and take him to a man with a friendly face at a shack across a bog. It's a tougher assignment than it seems: Git's a novice, Bunny's prone to rash acts, Frank doesn't want to be found (and once he's found, he has no money), and maybe Tom's planning to murder Frank, which puts Git in a moral dilemma. Then, there's the long-ago disappearance of Sonny Mulligan. What's a decent and stand-up lad to do?"
Bamboozled,2000.0,Comedy,Spike Lee,"Damon Wayans,Savion Glover,Jada Pinkett Smith,Tommy Davidson,Michael Rapaport",English,"TV producer Pierre Delacroix becomes frustrated when network brass reject his sitcom idea. Hoping to get fired, Delacroix pitches the worst idea he can think of: a 21st century minstrel show. The network not only airs it, but it becomes a smash hit."
"Apartment, The",1960.0,Comedy|Drama,Billy Wilder,"Jack Lemmon,Shirley MacLaine,Fred MacMurray,Ray Walston,Jack Kruschen",English,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve."
Little Nemo: Adventures in Slumberland,1989.0,Animation|Children's,"Masanori Hata,Masami Hata,William T. Hurtz","Gabriel Damon,Mickey Rooney,René Auberjonois,Danny Mann,Laura Mooney",日本語,"A little boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of, until he unleashes an old secret that may not only destroy this perfect dream world but reality itself."
"NeverEnding Story, The",1984.0,Adventure|Children's|Fantasy,Wolfgang Petersen,"Noah Hathaway,Barret Oliver,Tami Stronach,Moses Gunn,Patricia Hayes",English,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing."
Quartier Mozart,1992.0,Comedy,Jean-Pierre Bekolo,"Jimmy Biyong,Serge Amougou,Sandrine Ola'a,Essindi Mindja,Christine",Français,"The boisterous and cheerful lives of the residents of Cameroon are barely dented by incursions of supernatural power in this humor-filled rendition of traditional folk tales in modern guise. In the story, a cheerfully naughty girl crosses paths with a witch who has the power to satisfy her curiosity about men by changing her into a young man. She then becomes one of the boy suitors for the amorous attentions of a policeman's daughter. Some of the men have unusual names and even odder magical gifts: one of them has the ability to make a man's genitals disappear when he shakes hands with him."
Varsity Blues,1999.0,Comedy|Drama,Brian Robbins,"James Van Der Beek,Amy Smart,Jon Voight,Paul Walker,Ron Lester",English,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game."
"Nightmare on Elm Street 4: The Dream Master, A",1988.0,Horror,Renny Harlin,"Robert Englund,Lisa Wilcox,Tuesday Knight,Andras Jones,Danny Hassel",English,"Dream demon Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her friend Alice. Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain."
Country,1984.0,Drama,Richard Pearce,"Jessica Lange,Sam Shepard,Wilford Brimley,Matt Clark,Theresa Graham",English,"Jewell and Gil are farmers. They seem to be working against the odds, producing no financial surplus. Gil has lost hope of ever becoming prosperous, but Jewell decides to fight for her family."
"Late August, Early September (Fin août, début septembre)",1999.0,Drama,Olivier Assayas,"Mathieu Amalric,Virginie Ledoyen,François Cluzet,Jeanne Balibar,Alex Descas",Français,A book editor juggles relationships with two women while coping with his best friend's terminal illness.
Power 98,1996.0,Action|Mystery|Thriller,Jaime Hellman,"Eric Roberts,Lisa Thornhill,Jason Gedrick,Jack Betts,Jennie Garth",English,A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.
"Mirror, The (Zerkalo)",1975.0,Drama,Andrei Tarkovsky,"Margarita Terekhova,Ignat Daniltsev,Larisa Tarkovskaya,Alla Demidova,Anatoliy Solonitsyn","Español,Pусский","A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life."
Nights of Cabiria (Le Notti di Cabiria),1957.0,Drama,Federico Fellini,"Giulietta Masina,François Périer,Franca Marzi,Amedeo Nazzari,Aldo Silvani",Italiano,"Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem."
Vampyros Lesbos (Las Vampiras),1971.0,Horror,Jesús Franco,"Soledad Miranda,Ewa Strömberg,Dennis Price,Paul Müller,Heidrun Kussin",Deutsch,An erotic horror tale about a vixen vampiress seducing and killing women to appease her insatiable thirst for female blood.
"Sex, Lies, and Videotape",1989.0,Drama,Steven Soderbergh,"Andie MacDowell,Peter Gallagher,James Spader,Laura San Giacomo,Ron Vawter",English,"Ann, a frustrated wife, enters into counseling due to a troubled marriage. Unbeknownst to her, her husband John has begun an affair with her sister. When John's best friend Graham arrives, his penchant for interviewing women about their sex lives forever changes John and Ann's rocky marriage."
Meet John Doe,1941.0,Drama,Frank Capra,"Gary Cooper,Barbara Stanwyck,Edward Arnold,Walter Brennan,Spring Byington",English,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement."
Operation Condor 2 (Longxiong hudi),1986.0,Action|Adventure|Comedy,"Jackie Chan,Eric Tsang","Jackie Chan,Alan Tam,Rosamund Kwan,Lola Forner,Božidar Smiljanić",广州话 / 廣州話,"Jackie Chan stars as Asian Hawk, an Indiana Jones-style adventurer looking to make a fortune in exotic antiquities. After Hawk discovers a mysterious sword in Africa, a band of Satan-worshipping monks kidnap his ex-girlfriend Lorelei, demanding the sword as ransom as well as other pieces of the legendary Armour of God - a magical outfit dating back to the Crusades."
"Crow, The",1994.0,Action|Romance|Thriller,Alex Proyas,"Brandon Lee,Rochelle Davis,Ernie Hudson,Michael Wincott,Bai Ling",English,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge."
"Fabulous Baker Boys, The",1989.0,Drama|Romance,Steve Kloves,"Michelle Pfeiffer,Jeff Bridges,Beau Bridges,Jennifer Tilly,Terri Treas",English,"The lives of two struggling musicians, who happen to be brothers, inevitably change when they team up with a beautiful, up-and-coming singer."
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.,1999.0,Documentary,Errol Morris,"Fred A. Leuchter Jr.,Robert Jan van Pelt,David Irving,Caroline Leuchter,James Roth",English,"A portrait of the life and career of the infamous American execution device designer Fred A. Leuchter, Jr. Mr. Leuchter was an engineer who became an expert on execution devices and was later hired by holocaust revisionist historian Ernst Zundel to ""prove"" that there were no gas chambers at Auschwitz. Leuchter published a controversial report confirming Zundel's position, which ultimately ruined his own career. Most of the footage is of Leuchter, working in and around execution facilities or chipping away at the walls of Auschwitz, but Morris also interviews various historians, associates, and neighbors."
Twister,1996.0,Action|Adventure|Romance|Thriller,Jan de Bont,"Helen Hunt,Bill Paxton,Cary Elwes,Jami Gertz,Philip Seymour Hoffman",English,"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa."
Washington Square,1997.0,Drama,Agnieszka Holland,"Jennifer Jason Leigh,Albert Finney,Maggie Smith,Ben Chaplin,Judith Ivey","Français,English","Set in 1870's New York, a spinster heiress is courted by a much younger, penniless man, much to the chagrin of her over-protective father, and must decide whether to spend the rest of her life alone, or marry a man who is interested in her only because of her inheritence."
Mascara,1999.0,Drama,Linda Kandel,"Ione Skye,Lumi Cavazos,Amanda de Cadenet,Steven Schub,Steve Jones",English,Mascara is the story of three very different women who rediscover the value of their friendship at a time when their lives are in turmoil. Panic sets in as they approach their thirtieth birthdays and nothing is going according to plan.
Stonewall,1995.0,Drama,Nigel Finch,"Guillermo Díaz,Frederick Weller,Brendan Corbalis,Duane Boutte,Bruce MacVittie",English,A group of gay friends try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.
Junior,1994.0,Comedy|Sci-Fi,Ivan Reitman,"Arnold Schwarzenegger,Danny DeVito,Emma Thompson,Frank Langella,Pamela Reed",English,"A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months - hardly expecting to face the prospect of giving birth."
Dead Man Walking,1995.0,Drama,Tim Robbins,"Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,R. Lee Ermey",English,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.
Death Becomes Her,1992.0,Comedy,Robert Zemeckis,"Goldie Hawn,Bruce Willis,Meryl Streep,Isabella Rossellini,Ian Ogilvy",English,"Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot."
